time	V(n002)
Step Information: Run=1  (Run: 1/50)
1.024561492396622e-002	-1.797675e-002
1.030263557133889e-002	-1.798216e-002
1.035932011219139e-002	-1.798345e-002
1.042066681587842e-002	-1.798358e-002
1.051180532707631e-002	-1.798353e-002
1.065207966466847e-002	-1.798341e-002
1.086931427278286e-002	-1.798325e-002
1.122786373926456e-002	-1.798303e-002
1.181920563325077e-002	-1.798271e-002
1.237953935523234e-002	-1.798244e-002
1.288469881124080e-002	-1.798220e-002
1.371134564019879e-002	-1.798183e-002
1.429245104575989e-002	-1.798156e-002
1.461341464459406e-002	-1.798142e-002
1.492046142043259e-002	-1.798128e-002
1.527043178334350e-002	-1.798113e-002
1.574014474814416e-002	-1.798091e-002
1.650101210232710e-002	-1.798058e-002
1.770955966712593e-002	-1.798001e-002
1.934100104894671e-002	-1.798153e-002
1.952831812732133e-002	-1.797889e-002
1.963298164334225e-002	-1.797853e-002
1.970189258308320e-002	-1.797705e-002
1.975072984702778e-002	-1.797215e-002
1.978540857346042e-002	-1.795652e-002
1.982704543814057e-002	-1.790826e-002
1.984309868636351e-002	-1.786742e-002
1.985473073188722e-002	-1.781416e-002
1.986689164476309e-002	-1.772811e-002
1.987898053446992e-002	-1.759739e-002
1.989200752644316e-002	-1.738365e-002
1.990378170908299e-002	-1.709215e-002
1.991546693225781e-002	-1.666132e-002
1.992690222933334e-002	-1.604381e-002
1.993825945641787e-002	-1.515709e-002
1.994945339439147e-002	-1.391295e-002
1.996050487682357e-002	-1.219747e-002
1.997132525661820e-002	-9.898345e-003
1.998231832289132e-002	-6.722081e-003
1.999558210993032e-002	-1.560912e-003
2.001039225986431e-002	6.144897e-003
2.002869572203696e-002	1.853240e-002
2.004837101099063e-002	3.508138e-002
2.007062195426501e-002	5.730585e-002
2.010047844806594e-002	9.127095e-002
2.014838555837003e-002	1.508995e-001
2.020317485751974e-002	2.232060e-001
2.026149316095360e-002	3.034766e-001
2.035593489809941e-002	4.374726e-001
2.054481837239104e-002	7.107376e-001
2.080661569429447e-002	1.091829e+000
2.116882226409895e-002	1.609073e+000
2.176754076072247e-002	2.397625e+000
2.283529887777901e-002	3.586902e+000
2.370824131242886e-002	4.316231e+000
2.427896180774817e-002	4.625823e+000
2.459664183555535e-002	4.722422e+000
2.490262397334532e-002	4.758100e+000
2.526379759279572e-002	4.736487e+000
2.572935684173807e-002	4.603216e+000
2.648362573606427e-002	4.150962e+000
2.768242786153098e-002	3.018774e+000
2.875000936467530e-002	1.713499e+000
2.913737949094214e-002	1.174164e+000
2.973227170445429e-002	3.132545e-001
2.978659942571334e-002	2.379047e-001
2.989525486823143e-002	9.908622e-002
2.994963469582221e-002	3.874324e-002
2.997930720325428e-002	1.323837e-002
2.999778735335901e-002	1.670210e-003
3.001116351972602e-002	-4.374370e-003
3.002420179453292e-002	-8.642661e-003
3.003750747901961e-002	-1.173957e-002
3.005191616509580e-002	-1.401567e-002
3.006676212697419e-002	-1.553677e-002
3.008204334623171e-002	-1.651210e-002
3.009756374404898e-002	-1.711269e-002
3.011329801181294e-002	-1.747421e-002
3.012927041391809e-002	-1.768879e-002
3.014559460293575e-002	-1.781510e-002
3.016251010690207e-002	-1.788906e-002
3.018047559527399e-002	-1.793218e-002
3.020039957213092e-002	-1.795709e-002
3.022437020696048e-002	-1.797120e-002
3.025829958139344e-002	-1.797902e-002
3.031013904966253e-002	-1.798264e-002
3.036479027629320e-002	-1.798349e-002
3.042983111225421e-002	-1.798358e-002
3.052578489990111e-002	-1.798352e-002
3.067239060285532e-002	-1.798340e-002
3.090379114113056e-002	-1.798323e-002
3.128425616946953e-002	-1.798300e-002
3.190964982705810e-002	-1.798266e-002
3.243594473194726e-002	-1.798241e-002
3.294721863614995e-002	-1.798217e-002
3.396976644455532e-002	-1.798171e-002
3.432892101682300e-002	-1.798155e-002
3.465859551352862e-002	-1.798140e-002
3.495904859233919e-002	-1.798126e-002
3.528477841083918e-002	-1.798112e-002
3.576347136060518e-002	-1.798090e-002
3.653858831855408e-002	-1.798056e-002
3.776810519580969e-002	-1.797997e-002
3.936012632823989e-002	-1.797886e-002
3.953620451802927e-002	-1.797888e-002
3.963869574708819e-002	-1.797848e-002
3.970596337099250e-002	-1.797686e-002
3.975328328024969e-002	-1.797165e-002
3.978743042684145e-002	-1.795531e-002
3.982814896864588e-002	-1.790624e-002
3.984344007636886e-002	-1.786630e-002
3.985513166938933e-002	-1.781182e-002
3.986732378990113e-002	-1.772434e-002
3.987939785746435e-002	-1.759195e-002
3.989239165204266e-002	-1.737584e-002
3.990415855741374e-002	-1.708072e-002
3.991583648531950e-002	-1.664478e-002
3.992726814645208e-002	-1.602000e-002
3.993862014732699e-002	-1.512336e-002
3.994981044070875e-002	-1.386584e-002
3.996085529826704e-002	-1.213358e-002
3.997166769475890e-002	-9.823905e-003
3.998213494065300e-002	-6.824119e-003
3.999404873700185e-002	-2.317907e-003
4.000704070836988e-002	4.101375e-003
4.002286327551172e-002	1.415083e-002
4.004127660335750e-002	2.871296e-002
4.006243647531688e-002	4.876179e-002
4.008883896472441e-002	7.765125e-002
4.013198103793712e-002	1.300306e-001
4.018497900229445e-002	1.988366e-001
4.023834220063229e-002	2.713671e-001
4.031946353283579e-002	3.853674e-001
4.046410507297104e-002	5.937187e-001
4.075338815324155e-002	1.015477e+000
4.102761525785046e-002	1.411040e+000
4.152227898765663e-002	2.096780e+000
4.210857796758709e-002	2.829335e+000
4.306205020333435e-002	3.827041e+000
4.368834765867329e-002	4.329513e+000
4.412060177171862e-002	4.569914e+000
4.444187505089046e-002	4.684359e+000
4.479491249403240e-002	4.745187e+000
4.522368363789849e-002	4.738704e+000
4.566411256842794e-002	4.629321e+000
4.637836609757010e-002	4.229786e+000
4.751760581009878e-002	3.197428e+000
4.867360660518398e-002	1.804624e+000
4.932780294391232e-002	8.962128e-001
4.959953966290256e-002	5.029823e-001
4.980950991465986e-002	2.103131e-001
4.991312943092682e-002	7.975413e-002
4.997110179443508e-002	2.083080e-002
4.999634016147012e-002	2.723349e-003
5.001138589043660e-002	-4.395737e-003
5.002488749584441e-002	-8.810263e-003
5.003864306525736e-002	-1.194739e-002
5.005311981251057e-002	-1.416560e-002
5.006806707866025e-002	-1.563930e-002
5.008337614889953e-002	-1.657651e-002
5.009892256956306e-002	-1.715195e-002
5.011467669367288e-002	-1.749766e-002
5.013067425587128e-002	-1.770264e-002
5.014703845053099e-002	-1.782322e-002
5.016402278864762e-002	-1.789381e-002
5.018211335062885e-002	-1.793494e-002
5.020227775525128e-002	-1.795867e-002
5.022678214830693e-002	-1.797207e-002
5.026229467142421e-002	-1.797953e-002
5.031380157998930e-002	-1.798277e-002
5.036838448632835e-002	-1.798351e-002
5.043510729878389e-002	-1.798358e-002
5.053375501943847e-002	-1.798351e-002
5.068455155464587e-002	-1.798339e-002
5.092365139091581e-002	-1.798322e-002
5.131714951113779e-002	-1.798298e-002
5.196226841689561e-002	-1.798264e-002
5.250047995591374e-002	-1.798238e-002
5.302353267780970e-002	-1.798214e-002
5.389980868524545e-002	-1.798174e-002
5.427682298410341e-002	-1.798157e-002
5.459398190845840e-002	-1.798143e-002
5.490203050899650e-002	-1.798129e-002
5.526357683756173e-002	-1.798113e-002
5.572899785755302e-002	-1.798092e-002
5.648304708785045e-002	-1.798058e-002
5.768152440561975e-002	-1.798001e-002
5.933308772729169e-002	-1.797899e-002
5.952231961992022e-002	-1.797890e-002
5.962963659851290e-002	-1.797855e-002
5.969999688163306e-002	-1.797713e-002
5.974956295438471e-002	-1.797237e-002
5.978445759604772e-002	-1.795857e-002
5.982124335665287e-002	-1.792035e-002
5.983958399870564e-002	-1.787944e-002
5.985140146024940e-002	-1.783191e-002
5.986360751626586e-002	-1.775480e-002
5.987579666045149e-002	-1.763847e-002
5.988763661598597e-002	-1.746685e-002
5.990011632007882e-002	-1.719499e-002
5.991175180021437e-002	-1.681695e-002
5.992329755400636e-002	-1.626388e-002
5.993465371309002e-002	-1.547416e-002
5.994590829685490e-002	-1.435404e-002
5.995700983416354e-002	-1.277782e-002
5.996950983554805e-002	-1.024634e-002
5.998330743111462e-002	-6.216251e-003
6.000024721063355e-002	8.746528e-004
6.001905691523531e-002	1.176908e-002
6.003906200152635e-002	2.688920e-002
6.005970148929123e-002	4.598446e-002
6.008498751451134e-002	7.320634e-002
6.012428239533663e-002	1.203317e-001
6.017617435458018e-002	1.871274e-001
6.022832552481614e-002	2.575517e-001
6.030331595079987e-002	3.624270e-001
6.043139857033331e-002	5.463248e-001
6.068756380940017e-002	9.194415e-001
6.096367888146487e-002	1.319186e+000
6.142581223947809e-002	1.967512e+000
6.195458498185654e-002	2.648005e+000
6.282928837611235e-002	3.603848e+000
6.361498801961371e-002	4.274087e+000
6.406688451127005e-002	4.545067e+000
6.440155523206577e-002	4.672836e+000
6.474609724294640e-002	4.738893e+000
6.520545993118465e-002	4.739597e+000
6.563446459030310e-002	4.640460e+000
6.633047601275238e-002	4.264054e+000
6.744230887639953e-002	3.276077e+000
6.864173772083794e-002	1.846050e+000
6.930161343665163e-002	9.344852e-001
6.957231838618914e-002	5.428207e-001
6.983116454947272e-002	1.837283e-001
6.993609007587445e-002	5.632551e-002
6.998945971864976e-002	8.371647e-003
7.001224624730021e-002	-4.412366e-003
7.002718462705009e-002	-9.334390e-003
7.004298907938329e-002	-1.267098e-002
7.005767670090501e-002	-1.468296e-002
7.007302931350895e-002	-1.599251e-002
7.008844291294367e-002	-1.679724e-002
7.010408582564541e-002	-1.728587e-002
7.011992052522277e-002	-1.757747e-002
7.013602170149909e-002	-1.774969e-002
7.015255580984522e-002	-1.785081e-002
7.016983494910362e-002	-1.790991e-002
7.018846693464818e-002	-1.794427e-002
7.020969037576927e-002	-1.796398e-002
7.023666883471572e-002	-1.797493e-002
7.028075542124045e-002	-1.798116e-002
7.033429275167283e-002	-1.798321e-002
7.039066024418519e-002	-1.798357e-002
7.046737974863367e-002	-1.798356e-002
7.058308556578921e-002	-1.798347e-002
7.076086962660692e-002	-1.798333e-002
7.104854479870314e-002	-1.798314e-002
7.152432712173330e-002	-1.798286e-002
7.201622886969038e-002	-1.798261e-002
7.245984939042278e-002	-1.798240e-002
7.314728380333135e-002	-1.798208e-002
7.385200121947683e-002	-1.798176e-002
7.424133438190035e-002	-1.798159e-002
7.454982777901112e-002	-1.798145e-002
7.489218761611505e-002	-1.798129e-002
7.525991518356906e-002	-1.798113e-002
7.572304329259066e-002	-1.798092e-002
7.647344805771005e-002	-1.798058e-002
7.766653290974389e-002	-1.798003e-002
7.916247909068901e-002	-1.797930e-002
7.937105233228584e-002	-1.797905e-002
7.957178908301565e-002	-1.797874e-002
7.967946207069721e-002	-1.797753e-002
7.974283413448040e-002	-1.797315e-002
7.978075273466086e-002	-1.796138e-002
7.981447679535943e-002	-1.793086e-002
7.983717700532614e-002	-1.788653e-002
7.984874296329934e-002	-1.784492e-002
7.986087860628895e-002	-1.777489e-002
7.987314361370559e-002	-1.766802e-002
7.988504811368410e-002	-1.751002e-002
7.989766891858909e-002	-1.725751e-002
7.990933702778873e-002	-1.690819e-002
7.992092865447044e-002	-1.639507e-002
7.993230213042812e-002	-1.566214e-002
7.994359413584566e-002	-1.461736e-002
7.995471917009241e-002	-1.316454e-002
7.996567698818745e-002	-1.116310e-002
7.997777985237697e-002	-8.094236e-003
7.999104835521986e-002	-3.416104e-003
8.000727640375892e-002	4.479803e-003
8.002631581717831e-002	1.681407e-002
8.004613377051940e-002	3.305070e-002
8.006786902190703e-002	5.438040e-002
8.009634350553573e-002	8.639413e-002
8.014367191446481e-002	1.449459e-001
8.020022326092618e-002	2.193283e-001
8.025587204591567e-002	2.956984e-001
8.034937261338147e-002	4.280818e-001
8.079421728197696e-002	1.075048e+000
8.104995383524205e-002	1.444394e+000
8.146219253194838e-002	2.017808e+000
8.203747670003839e-002	2.734358e+000
8.318804503621839e-002	3.924422e+000
8.379807638757209e-002	4.392720e+000
8.426508572196678e-002	4.625118e+000
8.457938267271203e-002	4.718595e+000
8.489877437979837e-002	4.757228e+000
8.526236559317516e-002	4.736572e+000
8.572702816155557e-002	4.604185e+000
8.647987202336137e-002	4.153854e+000
8.767656658094412e-002	3.025506e+000
8.874432089497363e-002	1.723710e+000
8.908398390134199e-002	1.252056e+000
8.976330991407873e-002	2.700786e-001
8.980548773073840e-002	2.118249e-001
8.988984336405775e-002	1.041015e-001
8.993482356319840e-002	5.249333e-002
8.996366361712065e-002	2.492777e-002
8.998342342247842e-002	9.946822e-003
8.999815437662313e-002	1.326169e-003
9.001038889247399e-002	-4.135561e-003
9.002246568157864e-002	-8.179411e-003
9.003553109376258e-002	-1.135272e-002
9.004969668303919e-002	-1.372591e-002
9.006445176830603e-002	-1.534373e-002
9.007966845934243e-002	-1.639022e-002
9.009514999661469e-002	-1.703835e-002
9.011085044374033e-002	-1.742978e-002
9.012678006681493e-002	-1.766253e-002
9.014303793232983e-002	-1.779968e-002
9.015983906170765e-002	-1.788005e-002
9.017759814926860e-002	-1.792694e-002
9.019712864475510e-002	-1.795410e-002
9.022018131575992e-002	-1.796950e-002
9.025201612823336e-002	-1.797803e-002
9.030512808466365e-002	-1.798240e-002
9.036044236273755e-002	-1.798347e-002
9.042319481401356e-002	-1.798358e-002
9.051576841856315e-002	-1.798353e-002
9.065733767317015e-002	-1.798341e-002
9.087900517683052e-002	-1.798325e-002
9.124334750813137e-002	-1.798302e-002
9.184389377275590e-002	-1.798270e-002
9.241155732015181e-002	-1.798242e-002
9.292293501316956e-002	-1.798218e-002
9.376017530791340e-002	-1.798180e-002
9.430405380788708e-002	-1.798156e-002
9.462783774066239e-002	-1.798141e-002
9.494608566478199e-002	-1.798127e-002
9.527995942096963e-002	-1.798112e-002
9.575563641607976e-002	-1.798091e-002
9.652597002374490e-002	-1.798056e-002
9.774845959420128e-002	-1.797998e-002
9.935394041866459e-002	-1.797938e-002
9.953364633357707e-002	-1.797888e-002
9.963682961614023e-002	-1.797849e-002
9.970463589530272e-002	-1.797692e-002
9.975244665199939e-002	-1.797182e-002
9.978675976202209e-002	-1.795572e-002
9.982777415297071e-002	-1.790695e-002
9.984330758851412e-002	-1.786675e-002
9.985498162378231e-002	-1.781270e-002
9.986716444130556e-002	-1.772573e-002
9.987924376441686e-002	-1.759397e-002
9.989224947744929e-002	-1.737874e-002
9.990401916312039e-002	-1.708497e-002
9.991569972538877e-002	-1.665093e-002
9.992713280454023e-002	-1.602884e-002
9.993848665334547e-002	-1.513589e-002
9.994967838282089e-002	-1.388332e-002
9.996072561392826e-002	-1.215729e-002
9.997154106559242e-002	-9.855041e-003
9.998201375100715e-002	-6.855529e-003
9.999427510080393e-002	-2.198334e-003
1.000077327300043e-001	4.519758e-003
1.000241750157059e-001	1.513433e-002
1.000434976595951e-001	3.067884e-002
1.000647084457918e-001	5.108685e-002
1.000921093158661e-001	8.147115e-002
1.001386761484710e-001	1.385593e-001
1.001927770192514e-001	2.092820e-001
1.002475322048169e-001	2.841008e-001
1.003345685816818e-001	4.069065e-001
1.007664683979430e-001	1.034578e+000
1.010293876258810e-001	1.414379e+000
1.014724367728063e-001	2.030773e+000
1.020521457103033e-001	2.751296e+000
1.032115635852973e-001	3.944529e+000
1.038097695734872e-001	4.400958e+000
1.042622053371649e-001	4.624671e+000
1.045757993449767e-001	4.717781e+000
1.048979754510110e-001	4.757046e+000
1.052620683903353e-001	4.736589e+000
1.057265448539191e-001	4.604386e+000
1.064790929259092e-001	4.154454e+000
1.076753498933371e-001	3.026904e+000
1.087431096144308e-001	1.716826e+000
1.092829428897944e-001	9.620789e-001
1.095719175870206e-001	5.431017e-001
1.098109399467477e-001	2.092667e-001
1.099196823729210e-001	7.323100e-002
1.099783205152502e-001	1.577468e-002
1.100032556289344e-001	-6.755836e-004
1.100174224493339e-001	-6.523028e-003
1.100320952529403e-001	-1.056946e-002
1.100462805137283e-001	-1.322936e-002
1.100611677845322e-001	-1.504108e-002
1.100763507024493e-001	-1.620295e-002
1.100918076803095e-001	-1.692485e-002
1.101074737103771e-001	-1.736207e-002
1.101233510880249e-001	-1.762250e-002
1.101395274126658e-001	-1.777617e-002
1.101561864144544e-001	-1.786630e-002
1.101736908850842e-001	-1.791894e-002
1.101927413131120e-001	-1.794948e-002
1.102148056883350e-001	-1.796693e-002
1.102439122899166e-001	-1.797645e-002
1.102978501640025e-001	-1.798197e-002
1.103564890883243e-001	-1.798343e-002
1.104160764974596e-001	-1.798359e-002
1.105049366502293e-001	-1.798354e-002
1.106420856134345e-001	-1.798342e-002
1.108526082481813e-001	-1.798327e-002
1.112003687574640e-001	-1.798305e-002
1.117748439276832e-001	-1.798273e-002
1.123234280080712e-001	-1.798246e-002
1.128184211615594e-001	-1.798223e-002
1.136251011232595e-001	-1.798186e-002
1.142721441274988e-001	-1.798157e-002
1.145881626441528e-001	-1.798143e-002
1.149007323875181e-001	-1.798129e-002
1.152630939584337e-001	-1.798113e-002
1.157282126141900e-001	-1.798092e-002
1.164817813304325e-001	-1.798058e-002
1.176795480478230e-001	-1.798002e-002
1.193321101223561e-001	-1.797926e-002
1.195237767270309e-001	-1.797890e-002
1.196300714703755e-001	-1.797855e-002
1.196999824084476e-001	-1.797713e-002
1.197495474680050e-001	-1.797237e-002
1.197844805109035e-001	-1.795855e-002
1.198212641510622e-001	-1.792028e-002
1.198396580850505e-001	-1.787918e-002
1.198514753606752e-001	-1.783154e-002
1.198636780578539e-001	-1.775426e-002
1.198758663535546e-001	-1.763766e-002
1.198877040281722e-001	-1.746568e-002
1.199001801112508e-001	-1.719329e-002
1.199118152734019e-001	-1.681445e-002
1.199233592724508e-001	-1.626033e-002
1.199347156047450e-001	-1.546902e-002
1.199459685297632e-001	-1.434693e-002
1.199570701247660e-001	-1.275716e-002
1.199702967930500e-001	-1.002179e-002
1.199850718571744e-001	-5.537190e-003
1.200033307547477e-001	2.496410e-003
1.200228151847678e-001	1.439536e-002
1.200438258271052e-001	3.103241e-002
1.200647784546968e-001	5.114284e-002
1.200920243196422e-001	8.136887e-002
1.201386924392011e-001	1.385827e-001
1.201927741847424e-001	2.092779e-001
1.202475363851255e-001	2.841065e-001
1.203345467591974e-001	4.068753e-001
1.207664068102317e-001	1.034488e+000
1.210292563295244e-001	1.414193e+000
1.214721957704602e-001	2.030448e+000
1.220518794893332e-001	2.750977e+000
1.232112469270791e-001	3.944246e+000
1.238096896672597e-001	4.400892e+000
1.242622552364567e-001	4.624684e+000
1.245758614239551e-001	4.717795e+000
1.248979892911044e-001	4.757049e+000
1.252620735389073e-001	4.736589e+000
1.257265532264764e-001	4.604382e+000
1.264791064226565e-001	4.154444e+000
1.276753709711642e-001	3.026880e+000
1.287431359914025e-001	1.720117e+000
1.291954570776670e-001	1.088658e+000
1.296705578907841e-001	3.993522e-001
1.297871577567860e-001	2.372668e-001
1.298606095138239e-001	1.400015e-001
1.299141855576222e-001	7.490823e-002
1.299482487934956e-001	3.875794e-002
1.299713035091376e-001	1.858378e-002
1.299882075337733e-001	6.856393e-003
1.300017476168928e-001	-4.094217e-004
1.300147453183689e-001	-5.724223e-003
1.300265313408146e-001	-9.295424e-003
1.300403724256044e-001	-1.226917e-002
1.300546383472553e-001	-1.435136e-002
1.300696262508906e-001	-1.575715e-002
1.300849336862557e-001	-1.664855e-002
1.301004956191880e-001	-1.719530e-002
1.301162696189532e-001	-1.752344e-002
1.301322950059331e-001	-1.771782e-002
1.301487072604940e-001	-1.783213e-002
1.301657749978448e-001	-1.789901e-002
1.301840182529353e-001	-1.793795e-002
1.302044783062223e-001	-1.796039e-002
1.302296525967243e-001	-1.797301e-002
1.302672687032343e-001	-1.798008e-002
1.303187748086285e-001	-1.798292e-002
1.303735633734549e-001	-1.798353e-002
1.304426153462088e-001	-1.798358e-002
1.305451319677638e-001	-1.798350e-002
1.309521853470141e-001	-1.798320e-002
1.313644715243029e-001	-1.798295e-002
1.320374506439065e-001	-1.798260e-002
1.325928134279734e-001	-1.798233e-002
1.331327668557590e-001	-1.798209e-002
1.339224297566465e-001	-1.798173e-002
1.342936477817806e-001	-1.798156e-002
1.346149024477075e-001	-1.798142e-002
1.349231047832344e-001	-1.798128e-002
1.352714147737628e-001	-1.798112e-002
1.357417431338756e-001	-1.798091e-002
1.365035876977236e-001	-1.798057e-002
1.377135766420604e-001	-1.798000e-002
1.393428992850605e-001	-1.797887e-002
1.395241662028460e-001	-1.797890e-002
1.396316867413270e-001	-1.797853e-002
1.397018367562226e-001	-1.797704e-002
1.397507342673089e-001	-1.797215e-002
1.397853327372396e-001	-1.795657e-002
1.398270545561084e-001	-1.790834e-002
1.398429565565240e-001	-1.786801e-002
1.398545823875016e-001	-1.781500e-002
1.398667497032501e-001	-1.772932e-002
1.398788391329642e-001	-1.759923e-002
1.398918756092495e-001	-1.738630e-002
1.399036543400578e-001	-1.709598e-002
1.399153401392803e-001	-1.666695e-002
1.399267788102817e-001	-1.605179e-002
1.399381354328403e-001	-1.516860e-002
1.399493330833801e-001	-1.392872e-002
1.399603842737102e-001	-1.221931e-002
1.399712099043781e-001	-9.935985e-003
1.399816944446707e-001	-7.009518e-003
1.399916092160290e-001	-3.476920e-003
1.400005362926440e-001	4.589109e-004
1.400099845299571e-001	5.466722e-003
1.400195974793857e-001	1.149507e-002
1.400315708661467e-001	2.031168e-002
1.400467247983307e-001	3.326810e-002
1.400653071161998e-001	5.144629e-002
1.400886139972589e-001	7.696341e-002
1.401187349418041e-001	1.129722e-001
1.401597748770817e-001	1.653672e-001
1.402150132302539e-001	2.393186e-001
1.402811535751072e-001	3.311148e-001
1.403937900834342e-001	4.920368e-001
1.406190631000883e-001	8.194644e-001
1.408848136001241e-001	1.205330e+000
1.413199299716290e-001	1.822426e+000
1.418055109476714e-001	2.465656e+000
1.425664934203097e-001	3.326888e+000
1.436166201208200e-001	4.262956e+000
1.440680767634781e-001	4.545518e+000
1.444024490427054e-001	4.673087e+000
1.447471775721707e-001	4.739045e+000
1.452058636186651e-001	4.739578e+000
1.456351213928700e-001	4.640218e+000
1.463315373173791e-001	4.263306e+000
1.474439795653572e-001	3.274353e+000
1.486424248430215e-001	1.845935e+000
1.492860211136149e-001	9.573230e-001
1.495584447728897e-001	5.629798e-001
1.498326410737745e-001	1.823790e-001
1.499396923470500e-001	5.312258e-002
1.499931205816082e-001	6.548651e-003
1.500176080063349e-001	-6.214987e-003
1.500331649930294e-001	-1.073566e-002
1.500497516278540e-001	-1.368317e-002
1.500647256520425e-001	-1.536065e-002
1.500803023605772e-001	-1.642129e-002
1.500958403738406e-001	-1.705998e-002
1.501115866725030e-001	-1.744342e-002
1.501275412322502e-001	-1.767077e-002
1.501438211595607e-001	-1.780454e-002
1.501606586227462e-001	-1.788291e-002
1.501784790741083e-001	-1.792860e-002
1.501981265247486e-001	-1.795505e-002
1.502214234686670e-001	-1.797003e-002
1.502539767640912e-001	-1.797835e-002
1.503065381949592e-001	-1.798248e-002
1.503615599577064e-001	-1.798347e-002
1.504249613529569e-001	-1.798358e-002
1.505184486430231e-001	-1.798352e-002
1.506613027057179e-001	-1.798341e-002
1.508856027514134e-001	-1.798324e-002
1.512541998011487e-001	-1.798301e-002
1.518613587900762e-001	-1.798269e-002
1.524336731183205e-001	-1.798241e-002
1.529490416558016e-001	-1.798217e-002
1.537938909039835e-001	-1.798179e-002
1.543119261545753e-001	-1.798156e-002
1.546376215607465e-001	-1.798141e-002
1.549634662276070e-001	-1.798126e-002
1.552864205698235e-001	-1.798112e-002
1.557661411681141e-001	-1.798090e-002
1.565428874271903e-001	-1.798056e-002
1.577747952082737e-001	-1.797997e-002
1.593630581911087e-001	-1.797907e-002
1.595375353179164e-001	-1.797888e-002
1.596396727042895e-001	-1.797847e-002
1.597066485374810e-001	-1.797683e-002
1.597537187372421e-001	-1.797156e-002
1.597877867881203e-001	-1.795508e-002
1.598283511310227e-001	-1.790585e-002
1.598435233715575e-001	-1.786601e-002
1.598552235354006e-001	-1.781128e-002
1.598674199086317e-001	-1.772349e-002
1.598794910297974e-001	-1.759072e-002
1.598924778119858e-001	-1.737407e-002
1.599042429379028e-001	-1.707814e-002
1.599159193593335e-001	-1.664104e-002
1.599273500651133e-001	-1.601463e-002
1.599387010571519e-001	-1.511574e-002
1.599498903660553e-001	-1.385522e-002
1.599609338964540e-001	-1.211916e-002
1.599717443175655e-001	-9.805014e-003
1.599822083701898e-001	-6.800137e-003
1.599941356749581e-001	-2.280091e-003
1.600071455304174e-001	4.160107e-003
1.600229915117475e-001	1.424257e-002
1.600414387874452e-001	2.885422e-002
1.600626163860362e-001	4.894523e-002
1.600890901842342e-001	7.794089e-002
1.601323756471090e-001	1.305299e-001
1.601854830024600e-001	1.995100e-001
1.602389047606947e-001	2.721449e-001
1.603204040820415e-001	3.867064e-001
1.604660320660374e-001	5.965138e-001
1.607572880340292e-001	1.021162e+000
1.610314344376934e-001	1.416513e+000
1.615279146662289e-001	2.104262e+000
1.621175066268302e-001	2.839587e+000
1.630757711118783e-001	3.839619e+000
1.636927968234761e-001	4.332768e+000
1.641238679414936e-001	4.571379e+000
1.644443297859974e-001	4.685036e+000
1.647978897201846e-001	4.745535e+000
1.652247940430457e-001	4.738647e+000
1.656659189311960e-001	4.628627e+000
1.663812827519185e-001	4.227667e+000
1.675221855518937e-001	3.192584e+000
1.686755970153181e-001	1.802072e+000
1.693282757008096e-001	8.955255e-001
1.696002428945221e-001	5.019521e-001
1.698087524368939e-001	2.112728e-001
1.699123794590086e-001	8.056892e-002
1.699705277175044e-001	2.127051e-002
1.699958625108683e-001	2.979274e-003
