time	V(n001)
3.026584775044085e-002	-2.502644e-001
3.029693161486678e-002	-2.794458e-001
3.033235611286618e-002	-3.126694e-001
3.037740280840651e-002	-3.548610e-001
3.045112174580579e-002	-4.237503e-001
3.054004783375587e-002	-5.065448e-001
3.063371679725680e-002	-5.933263e-001
3.076086389064800e-002	-7.102880e-001
3.095148730068021e-002	-8.834606e-001
3.124107386362447e-002	-1.140273e+000
3.169714533400709e-002	-1.524808e+000
3.240465044308054e-002	-2.056834e+000
3.299332667209166e-002	-2.423349e+000
3.363392441636322e-002	-2.727940e+000
3.408072562914249e-002	-2.875760e+000
3.441193475085954e-002	-2.948949e+000
3.475864786672063e-002	-2.991380e+000
3.521014862084006e-002	-2.993464e+000
3.564209299467994e-002	-2.939171e+000
3.634280144465057e-002	-2.736995e+000
3.746170579674123e-002	-2.146687e+000
3.882144046246013e-002	-1.085561e+000
3.922319951103677e-002	-7.248719e-001
3.948533980234904e-002	-4.829452e-001
3.959723342536232e-002	-3.785864e-001
3.966977370844849e-002	-3.106730e-001
3.972741018659318e-002	-2.565959e-001
3.976259819598768e-002	-2.235386e-001
3.978434499987515e-002	-2.030946e-001
3.980913291509187e-002	-1.797802e-001
3.983356818883387e-002	-1.567868e-001
3.985915353584268e-002	-1.327014e-001
3.988974691871523e-002	-1.038903e-001
3.992606147368142e-002	-6.967916e-002
3.995712465031703e-002	-4.040784e-002
3.999000802890786e-002	-9.417196e-003
4.002210280463322e-002	2.083123e-002
4.005147005949723e-002	4.850727e-002
4.008296244000605e-002	7.818141e-002
4.012030364143471e-002	1.133565e-001
4.017662410264267e-002	1.663789e-001
4.025545438387207e-002	2.405017e-001
4.032747164475950e-002	3.080906e-001
4.042461087817152e-002	3.990005e-001
4.086627077750818e-002	8.064001e-001
4.133229054334002e-002	1.219312e+000
4.178620690717805e-002	1.596489e+000
4.263110215623764e-002	2.206867e+000
4.356119682649445e-002	2.698709e+000
4.402766427584878e-002	2.861119e+000
4.437218080668520e-002	2.941836e+000
4.471064024384857e-002	2.987613e+000
4.513132972162975e-002	2.997447e+000
4.551382321049265e-002	2.960999e+000
4.613526761129877e-002	2.811210e+000
4.713355069597072e-002	2.350953e+000
4.850036570150918e-002	1.361664e+000
4.930454988001477e-002	6.502442e-001
4.944046124486528e-002	5.246412e-001
4.971228397456629e-002	2.707969e-001
4.984923604349145e-002	1.420386e-001
4.992681405637397e-002	6.897005e-002
4.996881497000751e-002	2.939073e-002
4.999621902978649e-002	3.563480e-003
5.001713156468756e-002	-1.614604e-002
5.003760809373860e-002	-3.544397e-002
5.005900573274306e-002	-5.560841e-002
5.008241278517429e-002	-7.766354e-002
5.010674690677567e-002	-1.005877e-001
5.013196011153728e-002	-1.243339e-001
5.015770554176755e-002	-1.485732e-001
5.018393857339757e-002	-1.732616e-001
5.021071580809689e-002	-1.984500e-001
5.023828314369751e-002	-2.243669e-001
5.026716264474271e-002	-2.514993e-001
5.029838322313063e-002	-2.808079e-001
5.033407891247334e-002	-3.142842e-001
5.037979130999538e-002	-3.570962e-001
5.045624214376977e-002	-4.285273e-001
5.054683338392015e-002	-5.128470e-001
5.064124714754566e-002	-6.002816e-001
5.077185246142493e-002	-7.203459e-001
5.096840118433978e-002	-8.986822e-001
5.126693558187503e-002	-1.162780e+000
5.173803449303095e-002	-1.557869e+000
5.246641756280893e-002	-2.098822e+000
5.306638320661121e-002	-2.463295e+000
5.372054430141211e-002	-2.760896e+000
5.414425852946959e-002	-2.892240e+000
5.445966262180747e-002	-2.956880e+000
5.481649945293070e-002	-2.995016e+000
5.523173239596529e-002	-2.992054e+000
5.567720557448544e-002	-2.932362e+000
5.639950375420894e-002	-2.714680e+000
5.755078020153102e-002	-2.087210e+000
5.892365583615209e-002	-9.952089e-001
5.931771008101636e-002	-6.381303e-001
5.955667955195464e-002	-4.164703e-001
5.965154661208280e-002	-3.277541e-001
5.971017946123835e-002	-2.727722e-001
5.975522700765325e-002	-2.304658e-001
5.977738885976094e-002	-2.096351e-001
5.979744714532295e-002	-1.907728e-001
5.982051396438387e-002	-1.690720e-001
5.984130392181045e-002	-1.495056e-001
5.986232946080682e-002	-1.297110e-001
5.988725413550273e-002	-1.062383e-001
5.991542473760447e-002	-7.970093e-002
5.995051168783512e-002	-4.663976e-002
5.998223457932390e-002	-1.674343e-002
6.001373912796854e-002	1.294878e-002
6.004299771159442e-002	4.052316e-002
6.007362987553462e-002	6.938834e-002
6.010847927132489e-002	1.022195e-001
6.015696346348575e-002	1.478746e-001
6.023295148798237e-002	2.193557e-001
6.030713226375726e-002	2.890164e-001
6.039322364022688e-002	3.696626e-001
6.076170573759784e-002	7.110589e-001
6.124143074856794e-002	1.140585e+000
6.170812316789057e-002	1.533709e+000
6.264150800653584e-002	2.213499e+000
6.356809977569528e-002	2.701544e+000
6.411761689488557e-002	2.885469e+000
6.443963203789005e-002	2.953632e+000
6.479219257425997e-002	2.993609e+000
6.522266910094214e-002	2.992663e+000
6.566246214526403e-002	2.935264e+000
6.637570111539043e-002	2.724153e+000
6.751342062882523e-002	2.112358e+000
6.863726348763903e-002	1.245474e+000
6.932637404920350e-002	6.301492e-001
6.969638983241422e-002	2.857122e-001
6.973399154865632e-002	2.504154e-001
6.980919498114055e-002	1.797218e-001
6.986832064525661e-002	1.240695e-001
6.991613761900341e-002	7.902929e-002
6.994896736941375e-002	4.809506e-002
6.997504880291808e-002	2.351571e-002
6.999685515757535e-002	2.963944e-003
7.001762948069819e-002	-1.661531e-002
7.003682398595978e-002	-3.470502e-002
7.005828797876737e-002	-5.493205e-002
7.008145674918744e-002	-7.676280e-002
7.010576337613665e-002	-9.966129e-002
7.013093320341826e-002	-1.233668e-001
7.015665518123436e-002	-1.475844e-001
7.018286833231137e-002	-1.722545e-001
7.020961897600786e-002	-1.974185e-001
7.023714676034899e-002	-2.232988e-001
7.026595762243031e-002	-2.503676e-001
7.029705278577897e-002	-2.795595e-001
7.033249963856308e-002	-3.128040e-001
7.037760086153777e-002	-3.550463e-001
7.045153830687966e-002	-4.241390e-001
7.054059399003185e-002	-5.070521e-001
7.063432084530037e-002	-5.938843e-001
7.076174386050858e-002	-7.110938e-001
7.095283791981652e-002	-8.846771e-001
7.124314019632003e-002	-1.142075e+000
7.170041208694920e-002	-1.527459e+000
7.240959832953559e-002	-2.060226e+000
7.299918852439072e-002	-2.426601e+000
7.364087456129305e-002	-2.730659e+000
7.408581007651605e-002	-2.877121e+000
7.441574928212516e-002	-2.949607e+000
7.476326309276182e-002	-2.991707e+000
7.521187218836348e-002	-2.993357e+000
7.564489713297558e-002	-2.938640e+000
7.634733159432772e-002	-2.735244e+000
7.746883195583207e-002	-2.141990e+000
7.882182552829389e-002	-1.085222e+000
7.922315763787097e-002	-7.249103e-001
7.948499277604322e-002	-4.832680e-001
7.959693328845317e-002	-3.788670e-001
7.966950531385499e-002	-3.109246e-001
7.972696116190617e-002	-2.570176e-001
7.976232746813590e-002	-2.237930e-001
7.978406636953161e-002	-2.033566e-001
7.980892395969026e-002	-1.799768e-001
7.983333884459176e-002	-1.570027e-001
7.985888035523363e-002	-1.329586e-001
7.988941184228289e-002	-1.042059e-001
7.992563406227080e-002	-7.008187e-002
7.995666587860430e-002	-4.084019e-002
7.998949050824100e-002	-9.904944e-003
8.002149910616928e-002	2.026228e-002
8.005084726912981e-002	4.792038e-002
8.008226538727382e-002	7.752467e-002
8.011940260707146e-002	1.125079e-001
